Areaname;Obama vote percent, 2008 (n);Population, 2013 estimate / Land area in square miles, 2010 (n);Population, percent change - April 1, 2010 to July 1, 2013 (n);Persons 65 years and over, percent, 2013 (n);Female persons, percent, 2013 (n);White alone, percent, 2013 (n);Black or African American alone, percent, 2013 (n);American Indian and Alaska Native alone, percent, 2013 (n);Asian alone, percent, 2013 (n);Native Hawaiian and Other Pacific Islander alone, percent, 2013 (n);Hispanic or Latino, percent, 2013 (n);White alone, not Hispanic or Latino, percent, 2013 (n);Language other than English spoken at home, pct age 5+, 2008-2012 (n);Bachelor's degree or higher, percent of persons age 25+, 2008-2012 (n);Median household income, 2008-2012 (n);Persons below poverty level, percent, 2008-2012 (n)
Scott, IN;0.47705971767854055;-0.0790418752560077;-0.3918290871764909;-0.4477873124694772;0.38524649763320845;0.7710088157096623;-0.6078689869692624;-0.2535703771910893;-0.2791784099454049;-0.01810789455986609;-0.5329375770961796;0.9569312881374596;-0.609674598209112;-1.0590316207522472;-0.33905587106730734;0.31133274354273655
Shelby, IN;-0.12335080694374487;-0.08868522111861651;0.10378932306400451;-0.49349013352815846;0.2071702064263327;0.6910510268234149;-0.5524814079847502;-0.2535703771910893;-0.24169463266066793;0.08787555535010179;-0.36125443897744625;0.7856958270290535;-0.4184823165141499;-0.45442601465284843;0.5197582537067023;-0.6830653641950244
Spencer, IN;0.5783337820726608;-0.12024092702932515;-0.11304373141621223;0.03209230864667825;-0.19350144878913858;0.7648582165645668;-0.5801751974770063;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.4508282501698289;0.9015315801317985;-0.4793162243261833;-0.48864897348866354;0.7721331256801195;-0.5898405415946093
Starke, IN;0.6506723994970326;-0.10770345590290498;-0.329876785896429;-0.15071897558804767;0.2516892792280524;0.7648582165645668;-0.6009455395961985;-0.2273153386303384;-0.3916297417996157;-0.12409134446983397;-0.40604134457363755;0.8713135575832566;-0.5575312486559406;-0.8879168265731722;-0.48200946987742477;0.01612080530808845
Steuben, IN;0.20940683320836506;-0.08732011837985601;0.04183702178394259;-0.08216474400002535;-0.3270586671942946;0.7402558199841826;-0.5801751974770063;-0.2535703771910893;-0.2791784099454049;-0.12409134446983397;-0.41350582883966946;0.8562045463089856;-0.4271728747730119;0.02469540904856185;0.2224214914549706;-0.9782773024296721
Sullivan, IN;0.5276967498756004;-0.1232423162941572;-0.4847575390965838;-0.2878274387640919;-1.8407071424527466;0.5188342507607281;-0.31708419730057347;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.5254730928301478;0.745405130297664;-0.6531273895034215;-0.6939867265035535;-0.02642366202930794;-0.09264148772572903
Switzerland, IN;0.25281000366298817;-0.1231042863520343;-0.36085293653646;-0.2878274387640919;-0.4160968127977341;0.7894606131449501;-0.6009455395961985;-0.2535703771910893;-0.4291135190843527;-0.12409134446983397;-0.5404020613622116;0.977076636503154;-0.4011011999964262;-1.1617004972596923;-0.06819199748411592;0.24918286180912613
Tippecanoe, IN;0.9906639013915798;0.053144253745298145;1.218930746105119;-1.5903578389365132;-0.4606158855994538;0.051388715733434065;-0.3101607499275094;-0.24044285791071388;2.044815781708286;-0.01810789455986609;-0.07013955260220262;0.0755722971383119;0.41581127633659354;1.8499198802920302;-0.1342481577808545;0.7308444452446042
Tipton, IN;-0.000375157322312772;-0.1161401810675504;-0.6706144429367695;0.352012056057448;0.02909391521945693;0.7833100139998544;-0.6078689869692624;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.47322170296792454;0.9216769284974935;-0.505387899102769;-0.4430183617075768;0.6490972240587133;-1.4133264745649425
Union, IN;-0.354834382701734;-0.1245534629982927;-1.1042805518972032;-0.15071897558804767;0.3407274248314919;0.746406419129279;-0.5940220922231344;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.5627955141603072;0.946858613954612;-0.6009840399502501;-0.14641938513051328;-0.1160953198367126;-0.5276906598609992
Vanderburgh, IN;0.6723739847243438;0.2878108531719573;0.16574162434406647;-0.5163415440574991;0.7413990800469632;0.0882923106040104;0.008317829233435704;-0.2535703771910893;-0.016791968952246186;-0.01810789455986609;-0.4806861872339564;0.3676798484408864;-0.4793162243261833;0.28707142678981046;-0.16803260617689636;-0.1392538990259364
Vermillion, IN;1.055768657073514;-0.11515777393267727;-0.7635428948568626;0.21490359288140418;0.38524649763320845;0.7956112122900466;-0.6147924343423264;-0.2535703771910893;-0.4291135190843527;-0.12409134446983397;-0.577724482692371;0.997221984868849;-0.6444368312445596;-0.6369484617771952;-0.31770947829965895;-0.06156654685892384
Vigo, IN;1.14257499798276;0.0013141210764111223;0.010860871143911635;-0.6763014177628844;-0.28253959439257803;0.1867018969255455;-0.14399801297397288;-0.24044285791071388;0.20811069475617547;-0.12409134446983397;-0.47322170296792454;0.4381885677208178;-0.34895785044325467;0.21862550911818024;-0.4283913652090797;0.420095036576554
Wabash, IN;-0.15952011565593072;-0.10577780339924528;-0.6086621416567077;0.4205662876454703;0.607841861641804;0.7218040225488948;-0.5870986448500705;-0.20106030006958747;-0.31666218723014183;-0.12409134446983397;-0.49561515576602017;0.8813862317661041;-0.5401501321382167;-0.39738774992649006;-0.1055061643692965;-0.35677848509357163
Warren, IN;0.1732375244961792;-0.13698537315040335;-0.4537813884565529;0.26060641394008544;0.11813206082289639;0.8017618114351421;-0.6147924343423264;-0.2666978964714648;-0.31666218723014183;-0.01810789455986609;-0.570259998426339;0.9921856477774249;-0.6791990642800073;-0.6255408088319235;0.4924449558740813;-1.0715021250300871
Warrick, IN;0.10813276881424479;-0.06059317369727681;0.5994077333044999;-0.42493590194013614;0.29620835202977214;0.5987920396469755;-0.5386345132386222;-0.2666978964714648;0.17062691747143857;-0.12409134446983397;-0.5329375770961796;0.8159138495775954;-0.44455399129073575;0.834638768162851;1.3701682868399054;-1.0715021250300871
Washington, IN;-0.07994763648912175;-0.11951691328159145;-0.6396382922967385;-0.4706387229988178;0.02909391521945693;0.8017618114351421;-0.6078689869692624;-0.2666978964714648;-0.3916297417996157;-0.12409134446983397;-0.5627955141603072;0.997221984868849;-0.6357462729856977;-0.8993244795184437;-0.37981571552521853;-0.15479136945933886
Wayne, IN;0.40472110025416885;-0.05475851925759652;-0.5776859910166767;0.07779512970535953;0.6968800072452435;0.3527680738431368;-0.2893904078083174;-0.2535703771910893;-0.166727078091194;-0.01810789455986609;-0.45829273443586077;0.5741696691892579;-0.3663389669609785;-0.2719035675285015;-0.5473933028428988;0.5599322704771764
Wells, IN;-0.5646163732324119;-0.10740851331478889;0.07281317242397355;-0.1050161545293664;0.29620835202977214;0.7710088157096623;-0.6009455395961985;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.4806861872339564;0.9166405914060695;-0.5314595738793548;-0.4430183617075768;0.3526849118874703;-1.0248897137298798
White, IN;0.2455761419205509;-0.12269506186307884;-0.329876785896429;0.2834578244694257;0.2071702064263327;0.7218040225488948;-0.5801751974770063;-0.21418781934996292;-0.35414596451487873;-0.01810789455986609;-0.0850685211342664;0.64467838846919;-0.28812394263122126;-0.5456872382150219;0.2769640462038044;-0.8539775389624519
Whitley, IN;-0.2101571478529906;-0.0940799874562933;-0.11304373141621223;-0.37923308088145485;0.11813206082289639;0.7525570182743746;-0.6078689869692624;-0.24044285791071388;-0.35414596451487873;-0.01810789455986609;-0.5254730928301478;0.9317496026803411;-0.5922934816913882;-0.39738774992649006;0.41378265811613313;-1.2579517702309175
Adair, IA;0.43365654722391744;-0.14259185805774335;-0.9493997986970484;1.1289600140550329;0.2516892792280524;0.8140630097253343;-0.6217158817153905;-0.2798254157518403;-0.35414596451487873;-0.12409134446983397;-0.5478665456282434;0.997221984868849;-0.6878896225388692;-0.45442601465284843;0.18720834747999163;-0.9938147728630746
Adams, IA;0.6651401229819071;-0.14480610624361576;-1.166232853177265;1.0604057824670106;0.02909391521945693;0.7771594148547588;-0.6147924343423264;-0.2273153386303384;-0.2791784099454049;-0.12409134446983397;-0.577724482692371;0.9871493106860015;-0.6878896225388692;-0.39738774992649006;-0.045837113719570804;-0.7918276572288421
Allamakee, IA;1.0630025188159515;-0.13749482631732715;-0.4537813884565529;0.7861888561149222;-0.4606158855994538;0.6664486302430307;-0.5317110658655582;-0.21418781934996292;-0.31666218723014183;0.19385900526006963;-0.22689372218887227;0.7101507706576979;-0.0360977531242258;-0.6483561147224668;0.1592227223161062;-0.822902598095647
Appanoose, IA;0.47705971767854055;-0.1356063224409538;-0.5776859910166767;0.923297319290966;0.3407274248314919;0.7587076174194702;-0.5940220922231344;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.5404020613622116;0.946858613954612;-0.6270557147268359;-0.3061265263643166;-0.6537050620991002;-0.32570354422676673
Audubon, IA;0.6579062612394698;-0.14251694017080357;-1.3520897570174508;1.5859882246418473;0.9639944440555587;0.7956112122900466;-0.6078689869692624;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.5926534512244347;1.01233099614312;-0.6965801807977312;-0.4087954028717617;0.16687044570924006;-0.8695150093958547
Benton, IA;0.7230110169214042;-0.12977040703599024;-0.5467098403766457;-0.12786756505870664;0.02909391521945693;0.7894606131449501;-0.6009455395961985;-0.2666978964714648;-0.3916297417996157;-0.12409134446983397;-0.5627955141603072;0.9871493106860015;-0.5922934816913882;-0.13501173218524143;0.9953457996599384;-1.3201016519645272
Black Hawk, IA;1.3740585737407496;-0.017974508922482084;0.2276939256241284;-0.5848957756455214;0.5188037160383676;0.0821417114589139;-0.019375960258820414;-0.2535703771910893;0.17062691747143857;0.08787555535010179;-0.36125443897744625;0.2921347920695309;-0.18383724352487837;0.6863392798743191;-0.002892205435049921;0.03165827574149118
Boone, IA;0.8170512195730872;-0.12399644350287704;-0.0510914301361503;-0.1050161545293664;-0.059944230383982534;0.7218040225488948;-0.5663283027308783;-0.24044285791071388;-0.31666218723014183;-0.12409134446983397;-0.4881506714999883;0.8864225688575275;-0.5836029234325263;0.08173367377492023;0.4739559542643072;-1.1336520067636973
Bremer, IA;0.8966236987398962;-0.11812541015426241;0.32062237754422124;0.2377550034107444;0.38524649763320845;0.7218040225488948;-0.5663283027308783;-0.2798254157518403;-0.166727078091194;-0.12409134446983397;-0.570259998426339;0.9367859397717645;-0.5662218069148024;0.9144923387797526;1.2226764785437525;-1.366714063264735
Buchanan, IA;1.229381338892006;-0.12928842707109234;-0.08206758077618126;-0.26497602823475125;0.16265113362461295;0.7771594148547588;-0.6078689869692624;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.5553310298942753;0.9720402994117305;-0.34895785044325467;-0.19204999691159982;0.7522994694078163;-0.8695150093958547
Buena Vista, IA;0.49876130290585186;-0.12982971822179723;0.35159852818425225;-0.5848957756455214;-0.2380205215908583;0.11904530632949022;-0.4486296973887899;-0.2273153386303384;2.382169777270919;0.723776254809909;1.1913582883571863;-0.6849146036666675;1.6585611073538469;0.15017959144655044;0.10947049980253211;-0.5587656007278045
Butler, IA;0.39025337676929434;-0.1353977487655889;0.1967177749840974;0.8090402666442624;0.3407274248314919;0.8017618114351421;-0.6078689869692624;-0.2798254157518403;-0.35414596451487873;-0.12409134446983397;-0.577724482692371;1.0022583219602725;-0.6270557147268359;-0.45442601465284843;0.47933457291442333;-0.9472023615628672
Calhoun, IA;0.26004386540542546;-0.1401748094426275;-0.8874474974169864;1.2432170667017366;-0.6832112496080492;0.7033522251136071;-0.5109407237463661;-0.24044285791071388;-0.3916297417996157;-0.12409134446983397;-0.5180086085641158;0.8813862317661041;-0.6009840399502501;-0.04375050862306796;-0.046005195552386934;-0.38785342596037653
Carroll, IA;0.6868417082092184;-0.12960504786043617;-0.4228052378165219;0.3977148771161293;0.5633227888400874;0.7587076174194702;-0.5870986448500705;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.49561515576602017;0.9216769284974935;-0.5314595738793548;-0.21486530280214308;0.2672152999004689;-1.0404271841632822
Cass, IA;0.15876980101130517;-0.13640870800469596;-0.9184236480570174;0.9690001403496473;0.4297655704349282;0.7587076174194702;-0.6078689869692624;-0.2273153386303384;-0.3916297417996157;0.29984245517003755;-0.47322170296792454;0.9166405914060695;-0.6009840399502501;-0.3403494852001317;-0.21265833278957855;-0.5587656007278045
Cedar, IA;0.9038575604823335;-0.1321011512113905;-0.298900635256398;0.19205218235206314;0.2071702064263327;0.7648582165645668;-0.6009455395961985;-0.2666978964714648;-0.2791784099454049;-0.12409134446983397;-0.5180086085641158;0.9367859397717645;-0.5922934816913882;0.02469540904856185;1.0747644656655593;-1.2424142997975147
Cerro Gordo, IA;1.3161876798012524;-0.10678209551757521;-0.5157336897366148;0.44341769817481136;0.4297655704349282;0.6418462336626474;-0.5455579606116863;-0.2535703771910893;-0.09175952352172007;-0.12409134446983397;-0.3537899547114144;0.7353324561148165;-0.4184823165141499;0.17299489733709372;-0.07415890254908848;-0.29462860335996155
Cherokee, IA;0.28174545063273676;-0.13832079921217688;-0.4537813884565529;1.106108603525692;0.2516892792280524;0.7341052208390869;-0.5801751974770063;-0.2535703771910893;-0.2791784099454049;-0.01810789455986609;-0.41350582883966946;0.846131872126138;-0.5922934816913882;-0.04375050862306796;0.18250205616114004;-1.4754763562985524
Chickasaw, IA;1.3089538180588152;-0.13622296911902237;-0.3918290871764909;0.44341769817481136;-0.015425157582262804;0.8017618114351421;-0.5940220922231344;-0.2798254157518403;-0.35414596451487873;-0.12409134446983397;-0.49561515576602017;0.9518949510460355;-0.43586343303187375;-0.5228719323244785;-0.1599646782017222;-0.9627398319962697
Clarke, IA;0.6072692290424094;-0.13780121832807982;0.010860871143911635;-0.013610512412003024;0.07361298802117666;0.7095028242587027;-0.5801751974770063;-0.21418781934996292;-0.2791784099454049;-0.12409134446983397;0.1985818809749453;0.4432249048122419;0.016045596428945635;-0.751024991229912;-0.12046544748993195;-0.6053780120280118
Clay, IA;0.37578565328442026;-0.13360589588403235;-0.4537813884565529;0.5119719297628329;0.4297655704349282;0.7525570182743746;-0.5940220922231344;-0.2666978964714648;-0.2791784099454049;-0.12409134446983397;-0.4358992816377651;0.8713135575832566;-0.4619351078084595;-0.0893811204041549;0.1038397584031918;-0.9316648911294645
Clayton, IA;1.1787443066949457;-0.1371242170637929;-0.7325667442168315;0.7633374455855811;-0.015425157582262804;0.7833100139998544;-0.5870986448500705;-0.2798254157518403;-0.3916297417996157;-0.01810789455986609;-0.5180086085641158;0.946858613954612;-0.49669734084390715;-0.46583366759812006;0.08173699738787088;-0.5276906598609992
Clinton, IA;1.388526297225624;-0.1107252343667099;-0.5467098403766457;0.14634936129338186;0.4297655704349282;0.5495872464862079;-0.42093590789653385;-0.2535703771910893;-0.2791784099454049;-0.12409134446983397;-0.44336376590379695;0.7202234448405455;-0.5749123651736644;-0.2490882616379582;0.28284691035236886;-0.48107824856079184
Crawford, IA;0.7374787404062788;-0.13623262722184917;0.506479281384407;-0.12786756505870664;-0.37157773999601434;0.5618884447764;-0.5040172763733021;-0.14855022294808554;0.058175585617227694;0.19385900526006963;1.3928993635400473;-0.43813408618690575;1.2066520778930276;-0.7282096853393687;0.08039234272534185;-0.21694125119294896
Dallas, IA;0.35408406805710846;-0.07851216472412338;3.882879701147782;-1.4303979652311278;0.4297655704349282;0.4819306558901517;-0.5178641711194302;-0.24044285791071388;0.7703673540272297;-0.01810789455986609;-0.18957130085871285;0.4986246128179024;-0.053478869641949714;2.580009668789417;2.2046945867719843;-1.4444014154317475
Davis, IA;0.18047138623861647;-0.14012388336441226;0.010860871143911635;0.054943719176018486;0.29620835202977214;0.8079124105802387;-0.6217158817153905;-0.2666978964714648;-0.3916297417996157;-0.12409134446983397;-0.5627955141603072;0.997221984868849;0.7199808153967604;-0.3859800969812182;0.0977047715054031;0.10934562790850375
Decatur, IA;0.49876130290585186;-0.141368448016046;-1.2901374557373888;0.37486346658678904;-0.015425157582262804;0.6295450353724553;-0.5040172763733021;-0.24044285791071388;-0.20421085537593095;0.08787555535010179;-0.47322170296792454;0.8058411753947485;-0.3576484087021166;-0.07797346745888306;-0.8994407016762804;0.5599322704771764
Delaware, IA;0.7736480491184646;-0.132886934565249;-0.5157336897366148;0.12349795076404081;-0.015425157582262804;0.8017618114351421;-0.6009455395961985;-0.2798254157518403;-0.3916297417996157;-0.12409134446983397;-0.577724482692371;1.0072946590516967;-0.6531273895034215;-0.48864897348866354;0.5058074615829635;-1.3201016519645272
Des Moines, IA;1.3812924354831868;-0.09517127226792049;0.010860871143911635;0.2834578244694257;0.47428464323664793;0.3404668755529447;-0.24092627619686918;-0.2535703771910893;-0.20421085537593095;-0.01810789455986609;-0.44336376590379695;0.5590606579149869;-0.5575312486559406;0.001880103158018583;-0.1863535259538544;-0.27909113292655907
Dickinson, IA;0.37578565328442026;-0.12488602124734458;0.41355082946431415;1.4260283509364617;0.16265113362461295;0.7894606131449501;-0.6147924343423264;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.5404020613622116;0.9720402994117305;-0.6444368312445596;0.868861726998666;0.653971597210381;-1.3045641815311249
Dubuque, IA;1.3161876798012524;-0.061340839423243664;0.568431582664469;-0.2878274387640919;0.29620835202977214;0.5434366473411114;-0.4417062500157259;-0.2535703771910893;-0.05427574623698317;0.19385900526006963;-0.5030796400320521;0.7504414673890875;-0.5227690156204929;0.789008156381764;0.4404236286174895;-0.9316648911294645
Emmet, IA;0.701309431694093;-0.13575973756201;-1.0423282506171412;0.44341769817481136;-0.015425157582262804;0.5741896430665913;-0.5732517501039422;-0.10916766510695915;-0.24169463266066793;-0.01810789455986609;0.05675667992033941;0.5187699611835974;-0.2099089183014641;-0.37457244403594675;0.07585413323930637;-0.916127420696062
Fayette, IA;1.1642765832100717;-0.13417984445367553;-0.6706144429367695;0.6490803929388775;0.07361298802117666;0.7033522251136071;-0.5524814079847502;-0.2666978964714648;-0.20421085537593095;-0.01810789455986609;-0.49561515576602017;0.8713135575832566;-0.609674598209112;-0.16923469102105654;-0.2226592018421382;-0.5587656007278045
Floyd, IA;1.3089538180588152;-0.1318753115582114;-0.5157336897366148;0.7861888561149222;0.47428464323664793;0.6418462336626474;-0.5178641711194302;-0.2535703771910893;0.09565936290196468;-0.12409134446983397;-0.49561515576602017;0.831022860851867;-0.34895785044325467;-0.37457244403594675;-0.27384011993464935;-0.6209154824614143
Franklin, IA;0.6145030907848467;-0.13977489877180022;-0.4847575390965838;0.5805261613508552;-0.015425157582262804;0.7218040225488948;-0.5801751974770063;-0.24044285791071388;-0.31666218723014183;0.08787555535010179;0.1985818809749453;0.46840659026936043;0.11164173727642664;-0.4772413205433917;0.2941083931510495;-0.7296777754952319
Fremont, IA;0.42642268548148016;-0.14218301922081128;-1.6308751127777295;0.8547430877029437;0.38524649763320845;0.7710088157096623;-0.5940220922231344;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.45829273443586077;0.9065679172232226;-0.6009840399502501;-0.10078877334942633;0.302596525708264;-1.118114536330295
Greene, IA;0.5710999203302236;-0.14094652691918647;-0.7635428948568626;0.9004459087616258;0.607841861641804;0.7525570182743746;-0.6009455395961985;-0.2535703771910893;-0.31666218723014183;-0.12409134446983397;-0.47322170296792454;0.9015315801317985;-0.5488406903970786;-0.2833112204737733;0.014420223345011335;-0.7607527163620369
Grundy, IA;-0.043778327776935896;-0.13616170976284464;-0.4537813884565529;0.557674750821515;0.38524649763320845;0.8079124105802387;-0.6078689869692624;-0.2798254157518403;-0.3916297417996157;-0.01810789455986609;-0.577724482692371;1.0072946590516967;-0.618365156467974;0.2072178561729088;0.8924797179764676;-1.52208876759876
Guthrie, IA;0.2455761419205509;-0.13979186054127002;-0.8564713467769554;0.923297319290966;0.02909391521945693;0.7894606131449501;-0.6147924343423264;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.5030796400320521;0.946858613954612;-0.6270557147268359;-0.11219642629469817;0.29158716565880755;-1.1025770658968923
Hamilton, IA;0.5928015055575354;-0.13502792980337963;-0.8254951961369243;0.44341769817481136;0.3407274248314919;0.6356956345175508;-0.5870986448500705;-0.24044285791071388;0.28307824932564946;-0.12409134446983397;-0.2567516592529998;0.6748964110177319;-0.23598059307804983;-0.3175341793095884;0.003915108794003291;-0.7141403050618296
Hancock, IA;0.41918882373904287;-0.13904004976333018;-0.7945190454968936;0.6033775718801963;-0.1044633031856991;0.7648582165645668;-0.5940220922231344;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.3911123760415738;0.8511682092175614;-0.5401501321382167;-0.39738774992649006;0.2563740216838286;-1.0404271841632822
Hardin, IA;0.5855676438150981;-0.1327251606651237;-0.2679244846163671;0.923297319290966;0.11813206082289639;0.7033522251136071;-0.5386345132386222;-0.2535703771910893;-0.31666218723014183;-0.12409134446983397;-0.3687189232434781;0.7907321641204769;-0.4532445495495976;-0.12360407923997001;0.18972957497223356;-1.0404271841632822
Harrison, IA;0.39025337676929434;-0.1383186757443128;-1.135256702537234;0.352012056057448;0.2071702064263327;0.7894606131449501;-0.6147924343423264;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.5478665456282434;0.977076636503154;-0.6357462729856977;-0.3175341793095884;0.697084587327718;-0.9938147728630746
Henry, IA;0.35408406805710846;-0.12375217636586044;0.010860871143911635;0.03209230864667825;-0.5496540312028901;0.46347885845486403;-0.45555314476185393;-0.24044285791071388;0.4704971357493342;-0.01810789455986609;-0.31646753338125494;0.5691333320978345;-0.34895785044325467;0.001880103158018583;-0.15139250472809962;0.1559580392087114
Howard, IA;1.4970342233621816;-0.13864550896872044;-0.23694833397633608;0.557674750821515;0.07361298802117666;0.7956112122900466;-0.6009455395961985;-0.2666978964714648;-0.3916297417996157;-0.01810789455986609;-0.5478665456282434;0.977076636503154;-0.3750295252198404;-0.819470908901542;-0.028944889521549867;-0.7918276572288421
Humboldt, IA;0.05026187487474763;-0.1374195093405371;-0.5157336897366148;0.7633374455855811;0.5633227888400874;0.7648582165645668;-0.5870986448500705;-0.2666978964714648;-0.35414596451487873;-0.12409134446983397;-0.37618340750951;0.8511682092175614;-0.5488406903970786;-0.26049591458323;0.2576346354299496;-0.7918276572288421
Ida, IA;-0.036544466034498624;-0.14066284796661008;0.10378932306400451;0.923297319290966;0.02909391521945693;0.7833100139998544;-0.6078689869692624;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.5329375770961796;0.9569312881374596;-0.5749123651736644;-0.07797346745888306;-0.16425076493853347;-0.5121531894275968
Iowa, IA;0.5566321968453496;-0.13429748410729223;-0.17499603269627417;0.16920077182272208;0.2071702064263327;0.7771594148547588;-0.5940220922231344;-0.2666978964714648;-0.35414596451487873;-0.12409134446983397;-0.4881506714999883;0.9367859397717645;-0.4532445495495976;0.18440255028236555;0.9810588438705674;-0.9938147728630746
Jackson, IA;1.4319294676802468;-0.13263505601669173;-0.5157336897366148;0.5119719297628329;0.11813206082289639;0.7341052208390869;-0.5940220922231344;-0.2666978964714648;-0.35414596451487873;0.5118093549899733;-0.5627955141603072;0.9367859397717645;-0.5836029234325263;-0.5228719323244785;-0.06642713823954657;-0.6209154824614143
Jasper, IA;0.8170512195730872;-0.12172064376444455;-0.2679244846163671;0.14634936129338186;-0.3270586671942946;0.6910510268234149;-0.5178641711194302;-0.24044285791071388;-0.31666218723014183;-0.12409134446983397;-0.5329375770961796;0.8813862317661041;-0.5401501321382167;-0.26049591458323;0.26066010842063986;-0.5743030711612068
Jefferson, IA;1.2438490623768808;-0.128237977895097;-0.17499603269627417;0.21490359288140418;-1.3064782688321162;0.16209950034516216;-0.5178641711194302;-0.2666978964714648;2.757007550118288;-0.12409134446983397;-0.44336376590379695;0.40293420808085245;0.16378508682959808;1.2110913153568164;0.23250640142393833;-0.23247872162635141
Johnson, IA;2.054041577529844;-0.022287161766739762;1.8384537589057386;-1.7274663021125574;0.07361298802117666;0.06368991402362617;-0.25477317094299723;-0.2535703771910893;1.5575266770067058;-0.01810789455986609;-0.2567516592529998;0.21155339860675126;0.3375962520068363;3.61810608680914;0.7016227968137535;0.20257045050891903
Jones, IA;0.932793007452082;-0.12981115905951163;-0.14401988205624322;0.2377550034107444;-0.9058066136166448;0.6725992293881272;-0.4694000395079819;-0.2535703771910893;-0.31666218723014183;-0.12409134446983397;-0.5404020613622116;0.8763498946746799;-0.5488406903970786;-0.21486530280214308;0.6654011618418778;-1.1958018884973074
Keokuk, IA;0.39748723851173157;-0.13993877032225405;-0.6396382922967385;0.6490803929388775;0.02909391521945693;0.7956112122900466;-0.5940220922231344;-0.2666978964714648;-0.4291135190843527;-0.12409134446983397;-0.5404020613622116;0.977076636503154;-0.6618179477622835;-0.7396173382846403;-0.24845976317941396;-0.6675278937616219
Kossuth, IA;0.6723739847243438;-0.14111262299814728;-0.5467098403766457;1.106108603525692;-0.059944230383982534;0.7710088157096623;-0.5940220922231344;-0.2535703771910893;-0.31666218723014183;-0.12409134446983397;-0.5105441242980839;0.946858613954612;-0.6009840399502501;-0.1806423439663284;0.31822813616016393;-1.2424142997975147
Lee, IA;1.1208734127554487;-0.11113603812791774;-0.2679244846163671;0.2377550034107444;-0.19350144878913858;0.5372860481960158;-0.4140124605234698;-0.2535703771910893;-0.2791784099454049;-0.12409134446983397;-0.40604134457363755;0.679932748109156;-0.5836029234325263;-0.5228719323244785;-0.31014579582293317;-0.23247872162635141
Linn, IA;1.3378892650285636;0.019884109176204194;0.5994077333044999;-0.7220042388215657;0.3407274248314919;0.3527680738431368;-0.3378545394197655;-0.2535703771910893;0.24559447204091245;-0.01810789455986609;-0.44336376590379695;0.5590606579149869;-0.3750295252198404;1.3023525389189894;0.9366852400071095;-0.9782773024296721
Louisa, IA;0.7085432934365297;-0.1341646641728228;-0.3918290871764909;-0.26497602823475125;-0.4606158855994538;0.6295450353724553;-0.5732517501039422;-0.2273153386303384;0.24559447204091245;-0.01810789455986609;0.5494126414784439;0.13600834223539573;0.47664518414862683;-0.7053943794488252;0.35806353053758644;-0.6986028346284268
Lucas, IA;0.2745115888902995;-0.13854251885929766;-0.6396382922967385;0.8318916771736035;-0.059944230383982534;0.8140630097253343;-0.6217158817153905;-0.2666978964714648;-0.3916297417996157;-0.12409134446983397;-0.5627955141603072;1.0072946590516967;-0.04478831138308784;-0.8879168265731722;-0.13651726252387222;0.20257045050891903
Lyon, IA;-1.0565189717181398;-0.13875745637382292;0.2276939256241284;-0.08216474400002535;-0.059944230383982534;0.8202136088704299;-0.6217158817153905;-0.2666978964714648;-0.3916297417996157;-0.12409134446983397;-0.47322170296792454;0.9518949510460355;-0.6009840399502501;-0.36316479109067495;0.343104247416951;-1.0870395954634897
Madison, IA;0.18047138623861647;-0.13447159649551518;-0.5776859910166767;-0.31067884929343254;0.11813206082289639;0.7771594148547588;-0.6009455395961985;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.5553310298942753;0.9720402994117305;-0.6618179477622835;0.19581020322763698;0.9345842170969079;-1.1025770658968923
Mahaska, IA;-0.05101218951937317;-0.12786021058229222;-0.0510914301361503;-0.12786756505870664;-0.1044633031856991;0.6664486302430307;-0.5524814079847502;-0.24044285791071388;-0.05427574623698317;-0.12409134446983397;-0.5254730928301478;0.8662772204918324;-0.5662218069148024;0.12736428555600718;0.1776276830094723;0.01612080530808845
Marion, IA;0.1515359392688679;-0.1161983666347999;-0.17499603269627417;-0.15071897558804767;0.11813206082289639;0.6972016259685105;-0.5732517501039422;-0.2666978964714648;-0.016791968952246186;-0.12409134446983397;-0.5254730928301478;0.8864225688575275;-0.5401501321382167;0.5380397915857872;0.6756541536436617;-1.1336520067636973
