Areaname;Obama vote percent, 2008 (n);Population, 2013 estimate / Land area in square miles, 2010 (n);Population, percent change - April 1, 2010 to July 1, 2013 (n);Persons 65 years and over, percent, 2013 (n);Female persons, percent, 2013 (n);White alone, percent, 2013 (n);Black or African American alone, percent, 2013 (n);American Indian and Alaska Native alone, percent, 2013 (n);Asian alone, percent, 2013 (n);Native Hawaiian and Other Pacific Islander alone, percent, 2013 (n);Hispanic or Latino, percent, 2013 (n);White alone, not Hispanic or Latino, percent, 2013 (n);Language other than English spoken at home, pct age 5+, 2008-2012 (n);Bachelor's degree or higher, percent of persons age 25+, 2008-2012 (n);Median household income, 2008-2012 (n);Persons below poverty level, percent, 2008-2012 (n)
Morrison, MN;-0.17398783914080476;-0.13352382421863193;-0.4228052378165219;-0.013610512412003024;-0.14898237598741884;0.7587076174194702;-0.6009455395961985;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.5553310298942753;0.9569312881374596;-0.514078457361631;-0.4202030558170333;0.1231691691770466;-0.48107824856079184
Mower, MN;1.3740585737407496;-0.11883424858668906;0.010860871143911635;0.10064654023470057;0.11813206082289639;0.4450270610195763;-0.40708901315040574;-0.2273153386303384;0.28307824932564946;0.08787555535010179;0.16125945964478586;0.2468077582467173;0.2159284363827695;-0.37457244403594675;0.049969530985622554;-0.0771040172923263
Murray, MN;0.5204628881331637;-0.14316486904368347;-0.7945190454968936;1.494582582524484;0.16265113362461295;0.7341052208390869;-0.6078689869692624;-0.2666978964714648;-0.09175952352172007;-0.12409134446983397;-0.4209703131057013;0.8662772204918324;-0.48800678258504526;-0.36316479109067495;0.36932501333626705;-0.9627398319962697
Nicollet, MN;0.918325283967208;-0.10848561331171706;0.16574162434406647;-0.8591127019976099;-0.059944230383982534;0.5741896430665913;-0.47632348688104603;-0.24044285791071388;0.020691808332490715;-0.12409134446983397;-0.3463254704453824;0.6748964110177319;-0.3402672921843928;1.5533209037149667;1.1635957143088833;-0.822902598095647
Nobles, MN;0.48429357942097784;-0.13295417425773517;0.2276939256241284;-0.31067884929343254;-0.7722493952114856;0.0821417114589139;-0.3586248815389576;-0.10916766510695915;1.9323644498540753;0.08787555535010179;1.2286807096873458;-0.7050599520323622;1.3891538013291276;-0.5799101970508368;0.1592227223161062;0.14042056877530865
Norman, MN;1.4825664998773072;-0.14570693191479592;-1.1042805518972032;1.0604057824670106;-0.1044633031856991;0.5618884447764;-0.6009455395961985;-0.004147510863955322;-0.31666218723014183;-0.12409134446983397;-0.309003049115223;0.64467838846919;-0.31419561740780705;-0.614133155886652;-0.054157164443969175;-0.7762901867954394
Olmsted, MN;0.6579062612394698;-0.021284546592209644;0.9401453903448406;-0.8134098809389286;0.5188037160383676;0.057539314878530555;-0.25477317094299723;-0.2535703771910893;1.7074617861456538;-0.01810789455986609;-0.3239320176472868;0.2417714211552939;0.2941434607125267;2.3860795687197984;1.766757371369561;-1.2113393589307098
Otter Tail, MN;0.06472959835962165;-0.1335349497139843;0.04183702178394259;1.106108603525692;-0.1044633031856991;0.6849004276783194;-0.5594048553578143;-0.21418781934996292;-0.2791784099454049;-0.01810789455986609;-0.4358992816377651;0.8209501866690195;-0.3750295252198404;0.2984790797350823;0.1625843589724288;-0.636452952894817
Pennington, MN;0.6000353672999722;-0.13708532702767706;0.2896462269041903;-0.21927320717607;0.07361298802117666;0.5372860481960158;-0.5247876184924942;-0.043530068705081776;-0.20421085537593095;-0.12409134446983397;-0.40604134457363755;0.7000780964748504;-0.39241064173756424;-0.39738774992649006;0.18788067481125614;-0.8850524798292572
Pine, MN;0.5638660585877863;-0.13836749534505302;-0.7945190454968936;0.19205218235206314;-1.4845545600389918;0.4204246644391921;-0.48324693425411;0.14025520122017485;-0.2791784099454049;-0.12409134446983397;-0.4657572187018927;0.6346057142863425;-0.3576484087021166;-0.6939867265035535;-0.1137421741772868;-0.23247872162635141
Pipestone, MN;0.043028013132310354;-0.13875594546666806;-1.166232853177265;0.7404860350562401;0.5633227888400874;0.5803402422116877;-0.5524814079847502;-0.12229518438733461;-0.166727078091194;-0.12409134446983397;-0.31646753338125494;0.6900054222920029;-0.38372008347870235;-0.3403494852001317;-0.06953665214664495;-0.9627398319962697
Polk, MN;0.701309431694093;-0.14096329172838387;-0.14401988205624322;-0.036461922941344066;-0.015425157582262804;0.5495872464862079;-0.5524814079847502;-0.08291262654620818;-0.20421085537593095;-0.12409134446983397;-0.22689372218887227;0.594315017554953;-0.123003335712845;0.3897403032972554;0.3541976483828155;-0.636452952894817
Pope, MN;0.6651401229819071;-0.1407898490025602;-0.298900635256398;1.2203656561723955;-0.28253959439257803;0.7771594148547588;-0.6078689869692624;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.5851889669584028;0.9921856477774249;-0.618365156467974;-0.04375050862306796;0.46252638963281045;-1.1802644180639048
Ramsey, MN;1.771920969574794;1.7999623539849137;1.0020976916249025;-1.0190725757029953;0.6523609344435237;-0.8835023543211522;0.16755711881390817;-0.17480526150883652;4.44377752793145;-0.01810789455986609;-0.11492645819839398;-0.6194422214781594;0.9720070049037557;2.249187733376539;0.6309443861145714;0.07827068704169883
Red Lake, MN;0.6940755699516556;-0.14470118802505683;-0.36085293653646;0.26060641394008544;-0.28253959439257803;0.6295450353724553;-0.5870986448500705;-0.030402549424706292;-0.4291135190843527;-0.01810789455986609;-0.4209703131057013;0.7856958270290535;-0.44455399129073575;-0.5799101970508368;0.26099627208627213;-0.7918276572288421
Redwood, MN;0.006858704420124501;-0.13989019961125046;-0.7325667442168315;0.7404860350562401;0.16265113362461295;0.2605090866666973;-0.5870986448500705;0.3634230289865579;0.620432244888282;-0.12409134446983397;-0.45829273443586077;0.5137336240921734;-0.3576484087021166;-0.4202030558170333;0.03585065702906774;-0.9005899502626595
Renville, MN;0.46982585593610326;-0.14129349723072399;-1.228185154457327;0.6947832139975588;-0.5051349584011735;0.6972016259685105;-0.6009455395961985;-0.16167774222846104;-0.2791784099454049;-0.12409134446983397;-0.10746197393236205;0.6144603659206473;-0.22729003481918794;-0.48864897348866354;0.3492392343147397;-0.8073651276622446
Rice, MN;0.9544945926793938;-0.07603928975462085;0.32062237754422124;-0.8134098809389286;-0.4606158855994538;0.40197286700390433;-0.37247177628508565;-0.20106030006958747;0.28307824932564946;-0.01810789455986609;-0.0850685211342664;0.3676798484408864;0.23330955290049343;0.9601229505608392;1.2432665030637282;-0.822902598095647
Rock, MN;0.021326427904998533;-0.13886904282941512;-0.6396382922967385;0.6719318034682186;0.38524649763320845;0.7095028242587027;-0.5801751974770063;-0.2273153386303384;-0.24169463266066793;-0.12409134446983397;-0.4657572187018927;0.8662772204918324;-0.4619351078084595;-0.13501173218524143;0.0013098403853532962;-0.6830653641950244
Roseau, MN;-0.09441535997399578;-0.144756287575854;-0.329876785896429;-0.42493590194013614;-0.4606158855994538;0.5434366473411114;-0.6078689869692624;-0.12229518438733461;0.4704971357493342;-0.12409134446983397;-0.5851889669584028;0.8008048383033244;-0.4619351078084595;-0.2833112204737733;0.41815278576935244;-0.916127420696062
St. Louis, MN;1.706816213892859;-0.13189996214174834;-0.0510914301361503;-0.05931333347068511;-0.059944230383982534;0.4696294575999605;-0.5317110658655582;0.008980008416420104;-0.12924330080645705;-0.12409134446983397;-0.5553310298942753;0.7252597819319689;-0.43586343303187375;0.7319698916554056;0.04929720365435804;-0.03049160599211865
Scott, MN;0.14430207752643062;0.06693816747044559;1.6216207044255218;-1.8874261758179423;0.11813206082289639;0.13749710376477794;-0.40708901315040574;-0.16167774222846104;1.7824293407151275;-0.01810789455986609;-0.309003049115223;0.30724380334380186;0.2420001111593553;2.05525763330692;3.271425938739545;-1.7240758832329928
Sherburne, MN;-0.1161169452013076;-0.03263662354276299;0.47550313074437606;-1.7046148915832169;-0.4606158855994538;0.5741896430665913;-0.4970938290002381;-0.2273153386303384;-0.05427574623698317;-0.12409134446983397;-0.4806861872339564;0.7655504786633583;-0.4184823165141499;0.5608550974763306;2.218393256146499;-1.2890267110977225
Sibley, MN;-0.19568942436811657;-0.13556329120407234;-0.4228052378165219;-0.013610512412003024;0.02909391521945693;0.7341052208390869;-0.6009455395961985;-0.24044285791071388;-0.2791784099454049;-0.12409134446983397;-0.06267506833617074;0.629569377194919;-0.04478831138308784;-0.6027255029413803;0.6178340031549133;-0.5587656007278045
Stearns, MN;0.2745115888902995;-0.08617934159251336;0.1967177749840974;-0.9276669335856322;-0.19350144878913858;0.4327258627293842;-0.3863186710312137;-0.24044285791071388;0.28307824932564946;-0.01810789455986609;-0.4358992816377651;0.6194967030120715;-0.17514668526601643;0.5380397915857872;0.690529395847889;-0.5587656007278045
Steele, MN;0.31791475934492264;-0.10216327388632568;-0.20597218333630513;-0.3563816703521142;0.29620835202977214;0.5864908413567833;-0.4486296973887899;-0.2535703771910893;-0.166727078091194;-0.12409134446983397;-0.12239094246442583;0.528842635366445;-0.19252780178374027;0.6064857092574174;1.0722432381733173;-1.1958018884973074
Stevens, MN;0.5710999203302236;-0.14025486162145134;-0.08206758077618126;-0.1735703861173887;0.2071702064263327;0.5372860481960158;-0.5455579606116863;-0.1354227036677101;0.09565936290196468;-0.01810789455986609;-0.36125443897744625;0.6597873997434609;-0.4097917582552881;0.8118234622723077;0.602958760950686;-0.31016607379336397
Swift, MN;1.0051316248764537;-0.1427393476987883;-0.8564713467769554;0.8775944982322847;-0.19350144878913858;0.7279546216939904;-0.5870986448500705;-0.21418781934996292;-0.3916297417996157;-0.01810789455986609;-0.33886098617935057;0.8058411753947485;-0.3750295252198404;-0.4087954028717617;0.028539097301566146;-0.9627398319962697
Todd, MN;0.11536663055668206;-0.13544895270721036;-0.7635428948568626;0.3977148771161293;-0.5496540312028901;0.7218040225488948;-0.6078689869692624;-0.2273153386303384;-0.31666218723014183;0.08787555535010179;-0.2642161435190317;0.745405130297664;-0.1490750104894307;-0.751024991229912;-0.030037421434854706;-0.06156654685892384
Traverse, MN;0.7085432934365297;-0.14660553375499816;-1.1042805518972032;1.9516107931112985;0.2071702064263327;0.4696294575999605;-0.6009455395961985;0.29778543258468054;-0.4665972963690896;-0.12409134446983397;-0.5404020613622116;0.7252597819319689;-0.514078457361631;-0.39738774992649006;-0.1360970579418319;-1.1025770658968923
Wabasha, MN;0.43365654722391744;-0.12688381306265992;-0.4228052378165219;0.26060641394008544;0.11813206082289639;0.7648582165645668;-0.5940220922231344;-0.2666978964714648;-0.31666218723014183;-0.12409134446983397;-0.44336376590379695;0.8964952430403751;-0.4619351078084595;-0.04375050862306796;0.6633001389316762;-1.3201016519645272
Wadena, MN;-0.09441535997399578;-0.13548323552330205;-0.20597218333630513;0.9918515508789884;0.3407274248314919;0.6725992293881272;-0.5663283027308783;-0.20106030006958747;-0.35414596451487873;-0.12409134446983397;-0.5478665456282434;0.8813862317661041;-0.514078457361631;-0.6939867265035535;-0.8301069456396273;0.3268702139761387
Waseca, MN;0.21664069495080232;-0.12456841571057761;-0.17499603269627417;-0.31067884929343254;1.2756279536675905;0.5803402422116877;-0.47632348688104603;-0.17480526150883652;-0.20421085537593095;-0.12409134446983397;-0.22689372218887227;0.6043876917378005;-0.23598059307804983;-0.06656581451361163;0.6545598836252374;-1.1647269476305022
Washington, MN;0.7085432934365297;0.2116236092985212;1.0020976916249025;-1.1104782178203578;0.2516892792280524;0.16209950034516216;-0.34477798679282956;-0.2273153386303384;1.4825591224372319;-0.01810789455986609;-0.38364789177554187;0.36264351134946227;-0.01002607834764016;2.351856609883984;2.9500534743951072;-1.6619260014993829
Watonwan, MN;0.5204628881331637;-0.1355596023395177;-0.329876785896429;0.44341769817481136;0.16265113362461295;0.6049426387920711;-0.5317110658655582;-0.1354227036677101;-0.05427574623698317;-0.01810789455986609;1.0047461817063892;-0.11580851233578933;0.9980786796803416;-0.4772413205433917;0.29965509363398174;-0.7141403050618296
Wilkin, MN;0.28174545063273676;-0.14506791710308128;-0.20597218333630513;0.21490359288140418;-0.28253959439257803;0.7156534234037991;-0.6147924343423264;-0.1354227036677101;-0.35414596451487873;-0.12409134446983397;-0.4806861872339564;0.8713135575832566;-0.514078457361631;-0.3403494852001317;0.6156489393283037;-1.4444014154317475
Winona, MN;1.2221474771495688;-0.10388678502232565;-0.23694833397633608;-0.5848957756455214;0.3407274248314919;0.5803402422116877;-0.5386345132386222;-0.24044285791071388;0.3955295811798602;-0.12409134446983397;-0.4508282501698289;0.745405130297664;-0.31419561740780705;0.7661928504912208;0.1055205767313531;-0.06156654685892384
Wright, MN;-0.09441535997399578;-0.040544573300206894;0.8162407877847168;-1.4303979652311278;-0.1044633031856991;0.6356956345175508;-0.5594048553578143;-0.24044285791071388;-0.05427574623698317;-0.12409134446983397;-0.45829273443586077;0.8008048383033244;-0.4271728747730119;0.7776005034364926;2.125023798017139;-1.5842386493323701
Yellow Medicine, MN;0.6579062612394698;-0.14245870699743815;-0.9803759493370792;0.6033775718801963;-0.37157773999601434;0.5434366473411114;-0.6078689869692624;0.15338272050055032;-0.31666218723014183;-0.01810789455986609;-0.3463254704453824;0.6648237368348844;-0.3576484087021166;-0.26049591458323;0.5453907332111619;-0.7296777754952319
Adams, MS;1.1570427214676344;-0.11088289924833042;-0.298900635256398;-0.1735703861173887;-0.14898237598741884;-2.494959330336296;3.0546346733816057;-0.24044285791071388;-0.31666218723014183;-0.12409134446983397;-0.09253300540029832;-1.9842895732539823;-0.4619351078084595;-0.21486530280214308;-1.5260497744148083;1.9116921981831954
Alcorn, MS;-1.034817386490828;-0.09742467513917273;0.10378932306400451;-0.08216474400002535;0.5188037160383676;0.04523811658833845;0.20909780305229228;-0.2535703771910893;-0.35414596451487873;-0.12409134446983397;-0.45829273443586077;0.3122801404352253;-0.5401501321382167;-0.2719035675285015;-1.0755904624675832;0.4822449183101638
Amite, MS;0.16600366275374193;-0.14003253134103946;-0.6396382922967385;0.6719318034682186;0.4297655704349282;-1.701532040618916;2.216897541240859;-0.2666978964714648;-0.4665972963690896;-0.12409134446983397;-0.5851889669584028;-1.027385525883479;-0.7226518555743169;-0.9905857030806171;-1.275187638936736;1.88061725731639
Attala, MS;0.028560289647435805;-0.1351780549769756;-0.5157336897366148;0.37486346658678904;1.0975516624607147;-1.7630380320698757;2.2861320149714994;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.5180086085641158;-1.128112267711953;-0.6444368312445596;-0.1806423439663284;-1.2221578206832475;1.8340048460161829
Benton, MS;0.46982585593610326;-0.1381103259625172;-0.6706144429367695;0.054943719176018486;0.07361298802117666;-1.4432068765248856;1.9053424094529783;-0.24044285791071388;-0.4665972963690896;-0.12409134446983397;-0.49561515576602017;-0.8762954131407679;-0.5922934816913882;-0.9107321324637154;-1.575381792346342;1.725242552982365
Bolivar, MS;1.8587273104840403;-0.12809990876469024;-0.20597218333630513;-0.9048155230562916;1.5872614632796254;-3.171525236296852;3.8439076739109046;-0.2666978964714648;-0.2791784099454049;-0.01810789455986609;-0.5030796400320521;-2.271360787465133;-0.6618179477622835;0.1045489796654635;-1.502350235987734;2.7817905424537366
Calhoun, MS;-0.4054714148987944;-0.135833648211684;-0.5776859910166767;0.03209230864667825;0.8304372256503995;-0.914255350046632;1.309925935369472;-0.2666978964714648;-0.4665972963690896;-0.12409134446983397;-0.23435820645490413;-0.6093695472953119;-0.3750295252198404;-1.0818469266427906;-1.250227486763541;0.6220821522107868
Carroll, MS;-0.5356809262626633;-0.1406733044520954;-0.7325667442168315;0.7176346245268999;-0.4606158855994538;-1.2217853073014304;1.669945198768801;-0.2666978964714648;-0.4291135190843527;-0.12409134446983397;-0.570259998426339;-0.6496602440267014;-0.6878896225388692;-0.6711714206130103;-1.267035670045154;1.4144931443143145
Chickasaw, MS;0.6651401229819071;-0.13054788996441602;-0.2679244846163671;-0.42493590194013614;0.8749562984521192;-1.8737488166816034;2.3761368308213315;-0.2535703771910893;-0.3916297417996157;-0.01810789455986609;-0.3687189232434781;-1.2892750546375116;-0.5575312486559406;-0.8993244795184437;-1.2283768484974442;1.6009427895151451
Choctaw, MS;-0.4488745853534175;-0.13870816999147953;-0.7325667442168315;0.3977148771161293;0.6968800072452435;-1.0618697295289357;1.4622417775768808;-0.2535703771910893;-0.3916297417996157;-0.01810789455986609;-0.5553310298942753;-0.5187154796496855;-0.7052707390565931;-0.7966556030109987;-1.2996435456114828;0.8706816791452267
Claiborne, MS;3.2114594563197914;-0.1392906449262039;-1.228185154457327;-0.7448556493509063;1.053032589658995;-4.383193267880758;5.2285971485237095;-0.2798254157518403;-0.35414596451487873;-0.12409134446983397;-0.577724482692371;-3.2131558235613653;-0.7052707390565931;-0.3403494852001317;-1.8124612175334915;3.030390069388176
Clarke, MS;-0.3114312122471109;-0.13661261445534506;-0.7015905935768005;0.12349795076404081;1.1865898080641542;-1.2894418978974864;1.7461031198725054;-0.24044285791071388;-0.4291135190843527;-0.12409134446983397;-0.577724482692371;-0.7050599520323622;-0.7400329720920408;-1.070439273697519;-1.1608919926217687;1.305730851280497
Clay, MS;1.2727845093466292;-0.12194513531643021;-0.4537813884565529;-0.33353025982277357;1.36466609927103;-2.77788689101071;3.435424278900127;-0.2666978964714648;-0.4291135190843527;-0.12409134446983397;-0.5627955141603072;-1.9137808539740504;-0.6791990642800073;-0.26049591458323;-1.2115686652158313;1.2435809695468873
Coahoma, MS;2.1987188123785875;-0.12430205808536622;-1.2591613050973578;-0.9505183441149728;1.7653377544865012;-3.8050369482417365;4.563946200709562;-0.2798254157518403;-0.2791784099454049;-0.12409134446983397;-0.5553310298942753;-2.759885485333232;-0.6618179477622835;-0.2490882616379582;-1.6867360065870272;3.2789895963226163
Copiah, MS;0.8459866665428364;-0.12902042443639195;-0.6706144429367695;-0.5163415440574991;0.7859181528486829;-2.335043752563801;2.9023188311741976;-0.2666978964714648;-0.35414596451487873;-0.12409134446983397;-0.4508282501698289;-1.616636965580052;-0.5401501321382167;-0.7053943794488252;-0.7563190210333468;1.2591184399802895
Covington, MS;-0.05824605126180993;-0.12353793425697708;-0.36085293653646;-0.12786756505870664;0.5188037160383676;-1.381700885073926;1.836107935722338;-0.2666978964714648;-0.4291135190843527;-0.12409134446983397;-0.5030796400320521;-0.8057866938608361;-0.6618179477622835;-0.6255408088319235;-1.1176949615880234;1.8961547277497928
DeSoto, MS;-0.7960999489904015;0.04911471167622201;1.218930746105119;-1.3161409125844243;0.6968800072452435;-0.772791569709425;1.0329880404469112;-0.2535703771910893;-0.016791968952246186;-0.01810789455986609;-0.2940740805831592;-0.45324309746117675;-0.32288617566666894;0.19581020322763698;1.10989356872413;-0.9472023615628672
Forrest, MS;0.09366504532937024;-0.056868609905468714;0.7542884865046547;-1.1104782178203578;1.0085135168572783;-1.5354658637013252;1.919189304199106;-0.24044285791071388;-0.12924330080645705;-0.01810789455986609;-0.40604134457363755;-0.9971675033349366;-0.4011011999964262;0.8232311152175791;-0.8559915478933111;1.7407800234157675
Franklin, MS;-0.3258989357319854;-0.1420610648342681;-0.8254951961369243;0.10064654023470057;0.5188037160383676;-1.34479729020335;1.8222610409762097;-0.2666978964714648;-0.4665972963690896;-0.12409134446983397;-0.5851889669584028;-0.7403143116723279;-0.7313424138331787;-1.0248086619164323;-1.1619004836186653;1.4144931443143145
George, MS;-1.8160744546740426;-0.12272725106591681;0.6923361852245928;-0.7448556493509063;-0.19350144878913858;0.2912620823921771;-0.047069749751076535;-0.24044285791071388;-0.4291135190843527;-0.12409134446983397;-0.4881506714999883;0.528842635366445;-0.618365156467974;-0.9905857030806171;0.051986512979416095;0.20257045050891903
Greene, MS;-1.2952364092185662;-0.13872699604058122;-0.4228052378165219;-1.0876268072910171;-4.244737073745577;-0.8404481603054811;1.2406914616388318;-0.2535703771910893;-0.4665972963690896;-0.12409134446983397;-0.577724482692371;-0.3374073443584317;-0.5922934816913882;-1.3214076384934956;-0.5721853731832778;0.10934562790850375
Grenada, MS;0.20940683320836506;-0.12113706607420285;-0.5157336897366148;-0.26497602823475125;1.3201470264693103;-1.7814898295051638;2.2861320149714994;-0.2666978964714648;-0.35414596451487873;-0.12409134446983397;-0.570259998426339;-1.1079669193462582;-0.713961297315455;-0.39738774992649006;-0.8179210127604579;0.9483690313122393
Hancock, MS;-1.4037443353551238;-0.0957900490367353;1.0330738422649335;-0.05931333347068511;0.2516892792280524;0.1805512977804499;-0.07476353924333265;-0.21418781934996292;-0.09175952352172007;-0.01810789455986609;-0.3911123760415738;0.39286153389800493;-0.4097917582552881;0.4011479562425272;-0.1611412510314351;0.5288573296103715
Harrison, MS;-0.354834382701734;0.042919861292172984;1.4357638005853361;-0.9962211651736541;0.16265113362461295;-0.9265565483368241;1.005294250954655;-0.21418781934996292;0.620432244888282;-0.01810789455986609;-0.2567516592529998;-0.5892241989296167;-0.218599476560326;0.17299489733709372;-0.1724027338301157;0.2957952731093338
Hinds, MS;2.0034045453327836;0.00867995419545655;-0.17499603269627417;-1.2475866809964025;1.4537042448744695;-3.5344105858575143;4.23162072680249;-0.2666978964714648;-0.20421085537593095;-0.12409134446983397;-0.5404020613622116;-2.55339566458486;-0.514078457361631;0.9030846858344808;-0.6296693600063938;1.2280434991134845
Holmes, MS;2.8859356779101186;-0.13626517418735112;-1.3520897570174508;-0.8819641125269505;1.3201470264693103;-4.254030685833742;5.103975095808557;-0.2798254157518403;-0.35414596451487873;-0.12409134446983397;-0.5926534512244347;-3.102356407550044;-0.7574140886097646;-0.8765091736279004;-1.9589445348327477;4.086938058859547
Humphreys, MS;2.1263801949542156;-0.137974603408509;-1.5998989621376984;-0.8134098809389286;1.231108880865874;-3.774283952516257;4.5362524112173075;-0.2798254157518403;-0.3916297417996157;-0.01810789455986609;-0.4806861872339564;-2.7749944966075035;-0.7313424138331787;-0.9221397854089871;-1.753212371465806;3.869413472791912
Issaquena, MS;1.402994020710498;-0.14808498081524066;-0.36085293653646;-0.5848957756455214;-4.422813364952453;-3.1038686457007967;3.8092904370455845;-0.24044285791071388;-0.35414596451487873;-0.12409134446983397;-0.5926534512244347;-2.1807067198195065;-0.7747952051274882;-1.5039300856178424;-1.779181014635898;2.144754254684233
Itawamba, MS;-1.4905506762643699;-0.12520346934623158;-0.08206758077618126;-0.013610512412003024;0.47428464323664793;0.42657526358428854;-0.185538697212357;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.5553310298942753;0.6849690852005794;-0.6444368312445596;-0.6939867265035535;-0.7907757967606531;-0.38785342596037653
Jackson, MS;-0.6369549906567835;-0.040485209084019494;0.07281317242397355;-0.7677070598802469;0.3407274248314919;-0.729737375693753;0.8875956456125667;-0.24044285791071388;0.3205620266103864;-0.01810789455986609;-0.2716806277850636;-0.4330977490954824;-0.25336170959577364;-0.032342855677796524;0.34503718849433646;-0.1392538990259364
Jasper, MS;0.9472607309369566;-0.13626396475833674;-1.197209003817296;0.16920077182272208;0.6968800072452435;-2.3719473474343764;2.978476752277902;-0.2666978964714648;-0.4291135190843527;-0.01810789455986609;-0.577724482692371;-1.5763462688486622;-0.6705085060211454;-0.6597637676677387;-1.2308980759896861;0.7463819156780069
Jefferson, MS;3.2693303502592883;-0.14171981927715122;-0.5157336897366148;-0.8362612914682693;0.02909391521945693;-4.389343867025853;5.270137832762093;-0.2798254157518403;-0.4665972963690896;-0.12409134446983397;-0.6299758725545942;-3.203083149378518;-0.7834857633863503;0.16158724439182187;-2.131564577134912;3.8538760023585095
Jefferson Davis, MS;1.3668247119983123;-0.13350423177445664;-1.4450182089375436;0.32916064552810775;0.9639944440555587;-2.857844679896958;3.504658752630767;-0.2535703771910893;-0.4291135190843527;-0.12409134446983397;-0.5851889669584028;-1.9742168990711346;-0.7313424138331787;-0.5913178499961085;-1.5500014355911065;1.5854053190817425
Jones, MS;-0.8178015342177131;-0.09405927129247951;0.44452698010434516;-0.4477873124694772;0.607841861641804;-1.012664936368168;1.3860838564731763;-0.21418781934996292;-0.31666218723014183;-0.12409134446983397;-0.33139650191331865;-0.6194422214781594;-0.3663389669609785;-0.32894183225485985;-0.6228620457773406;1.1969685582466796
Kemper, MS;1.5042680851046184;-0.14241722839040213;-0.6086621416567077;-0.1050161545293664;0.02909391521945693;-3.0977180465557006;3.5531228842422156;0.1796377590613013;-0.4291135190843527;-0.12409134446983397;-0.6075824197564985;-2.155525034362388;-0.4097917582552881;-1.0362163148617038;-1.5273103881609291;1.81846737558278
Lafayette, MS;0.12983435404155608;-0.10421145361644098;2.488952922346389;-1.3846951441724467;0.5188037160383676;-0.8035445654349048;1.0122176983277191;-0.2535703771910893;0.4704971357493342;-0.01810789455986609;-0.4881506714999883;-0.3575526927241268;-0.4184823165141499;2.249187733376539;-0.24845976317941396;1.119281206079667
Lamar, MS;-1.4399136440673095;-0.08332770754829644;1.6216207044255218;-1.3161409125844243;0.8304372256503995;-0.5144664056153941;0.7768204876435422;-0.2535703771910893;-0.05427574623698317;-0.01810789455986609;-0.4806861872339564;-0.1309175236100603;-0.49669734084390715;1.4164290683717062;0.42848981848754436;0.20257045050891903
Lauderdale, MS;-0.08718149823155902;-0.08571721025574322;-0.11304373141621223;-0.5391929545868398;0.6968800072452435;-1.8614476183914113;2.3345961465829475;-0.2535703771910893;-0.166727078091194;-0.01810789455986609;-0.5105441242980839;-1.2036573240833084;-0.514078457361631;-0.07797346745888306;-0.7421161061603839;1.1037437356462643
Lawrence, MS;-0.3331327974744227;-0.13361451721688045;-1.1042805518972032;-0.33353025982277357;0.38524649763320845;-1.098773324399511;1.524552803934457;-0.2535703771910893;-0.3916297417996157;-0.12409134446983397;-0.4881506714999883;-0.5942605360210409;-0.6705085060211454;-0.7053943794488252;-0.6118526857278842;0.37348262527634635
Leake, MS;0.20940683320836506;-0.127381502168202;-0.6396382922967385;-0.699152828292225;-0.8612875408149251;-2.144375179065826;2.2515147781061793;0.586590856752941;-0.3916297417996157;-0.12409134446983397;-0.33886098617935057;-1.4856922012030358;-0.2446711513369117;-1.0248086619164323;-1.242327640621183;1.6475552008153522
Lee, MS;-0.5139793410353519;-0.04311206706915368;0.7852646371446858;-0.7220042388215657;0.9639944440555587;-0.9880625397877838;1.3445431722347922;-0.2535703771910893;-0.20421085537593095;-0.12409134446983397;-0.4806861872339564;-0.5136791425582613;-0.4706256660673214;0.21862550911818024;-0.36998292830547497;0.31133274354273655
Leflore, MS;1.923832066165974;-0.11993026748716082;-0.7945190454968936;-1.1104782178203578;0.8749562984521192;-3.6758743661947215;4.390860016382962;-0.24044285791071388;-0.24169463266066793;-0.12409134446983397;-0.47322170296792454;-2.6843404289618764;-0.4619351078084595;-0.23768060869268676;-1.8476743615084703;3.5742015345572637
Lincoln, MS;-0.5718502349748491;-0.11652165950644545;-0.17499603269627417;-0.4477873124694772;1.0085135168572783;-1.068020328674031;1.4899355670691368;-0.2666978964714648;-0.35414596451487873;-0.12409134446983397;-0.570259998426339;-0.5237518167411088;-0.618365156467974;-0.3403494852001317;-0.7116932944206646;0.8240692678450195
Lowndes, MS;0.47705971767854055;-0.08319239798922824;-0.0510914301361503;-0.7220042388215657;1.0975516624607147;-1.9168030106972749;2.3969071729405234;-0.2666978964714648;-0.24169463266066793;-0.01810789455986609;-0.5254730928301478;-1.243948020814698;-0.5227690156204929;0.0703260208296488;-0.6837917101731873;1.4611055556145223
Madison, MS;0.03579415138987308;-0.0707982966708362;1.590644553785491;-1.2247352704670613;0.8749562984521192;-1.6892308423287243;2.0299644621681305;-0.24044285791071388;0.35804580389512325;-0.01810789455986609;-0.44336376590379695;-1.092857908071987;-0.3055050591489451;2.990685174819198;1.2228445603765685;-0.41892836682718176
